['CloudFlare DNS: 141.101.64.0/18', '65307', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65308', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65309', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65310', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65311', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65312', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65319', 'moscowmix.com', '141.101.116.250']
['CloudFlare DNS: 141.101.64.0/18', '65340', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65343', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '66890', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '66891', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '66892', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 108.162.192.0/18', '66896', 'growblog.pro', '108.162.196.56']
['CloudFlare DNS: 141.101.64.0/18', '66897', 'cannabis-indoor.net', '141.101.116.70']
['CloudFlare DNS: 108.162.192.0/18', '66898', 'cannabugs.com', '108.162.196.49']
['CloudFlare DNS: 108.162.192.0/18', '66899', 'jahstrains.com', '108.162.197.24']
['CloudFlare DNS: 199.27.128.0/21', '66911', 'chemtochka.com', '199.27.135.155']
['CloudFlare DNS: 108.162.192.0/18', '67072', 'era-gold.com', '108.162.199.89']
['CloudFlare DNS: 141.101.64.0/18', '67123', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 108.162.192.0/18', '67138', 'deep-market.ws', '108.162.199.236']
['CloudFlare DNS: 108.162.192.0/18', '67311', 'growblog.pro', '108.162.196.56']
['CloudFlare DNS: 108.162.192.0/18', '67383', 'jahgrow.com', '108.162.198.16']
['CloudFlare DNS: 162.158.0.0/15', '67518', 'looo.ch', '162.159.246.6']
['CloudFlare DNS: 162.158.0.0/15', '67519', 'looo.ch', '162.159.246.6']
['CloudFlare DNS: 108.162.192.0/18', '67969', 'spiceomsk.biz', '108.162.199.188']
['CloudFlare DNS: 108.162.192.0/18', '67970', 'spiceomsk.biz', '108.162.199.188']
['CloudFlare DNS: 108.162.192.0/18', '68182', 'www.zakladku.com', '108.162.199.214']
['CloudFlare DNS: 108.162.192.0/18', '68205', 'globalrc.biz', '108.162.197.142']
['CloudFlare DNS: 141.101.64.0/18', '68235', 'narkop.ws', '141.101.117.32']
['CloudFlare DNS: 108.162.192.0/18', '68236', 'ganjeprom.biz', '108.162.196.236']
['CloudFlare DNS: 108.162.192.0/18', '68345', 'deep-market.ws', '108.162.199.236']
